code,factors,profit,regime
7203.T,"{'market': 26.80182353274821, 'tech': 36.16, 'news': 0.0, 'inst': 50.84546345086407, 'future': 16.006078442494026}",0,BEAR
6758.T,"{'market': 47.36479945743603, 'tech': 42.74, 'news': 0.0, 'inst': 50.0, 'future': 31.21599819145343}",0,SIDE
6758.T,"{'market': 35.58856276250171, 'tech': 39.45, 'news': 0.0, 'inst': 50.0, 'future': 11.961875875005688}",0,SIDE
9984.T,"{'market': 4.3962347719912405, 'tech': 35.29, 'news': 0.0, 'inst': 50.0, 'future': 7.9874492399708}",0,BEAR
8306.T,"{'market': 24.626937951356247, 'tech': 38.29, 'news': 0.0, 'inst': 60.691512977630126, 'future': 8.756459837854154}",0,BEAR
7203.T,"{'market': 26.703644814082004, 'tech': 36.31, 'news': 0.0, 'inst': 50.44925624188103, 'future': 15.678816046940014}",0,BEAR
9432.T,"{'market': 23.864913858297655, 'tech': 35.29, 'news': 0.0, 'inst': 50.0, 'future': 6.2163795276588445}",0,BEAR
6758.T,"{'market': 78.37125939924712, 'tech': 58.53, 'news': 0.0, 'inst': 72.50022714597782, 'future': 34.57086466415707}",0,SIDE
8306.T,"{'market': 36.19168097173968, 'tech': 44.87, 'news': 0.0, 'inst': 60.64206440132447, 'future': 27.305603239132267}",0,BEAR
9432.T,"{'market': 3.123245380546237, 'tech': 34.84, 'news': 0.0, 'inst': 50.0, 'future': 3.7441512684874594}",0,BEAR
9984.T,"{'market': 3.1726141712205997, 'tech': 38.04, 'news': 0.0, 'inst': 50.0, 'future': 3.908713904068665}",0,BEAR
7203.T,"{'market': 38.41449531403003, 'tech': 42.62, 'news': 0.0, 'inst': 50.26353573751433, 'future': 34.7149843801001}",0,BEAR
6758.T,"{'market': 68.460174328201, 'tech': 42.82, 'news': 0.0, 'inst': 50.80043890378339, 'future': 34.86724776067003}",0,SIDE
7203.T,"{'market': 38.166468104029384, 'tech': 42.85, 'news': 0.0, 'inst': 50.02993088717592, 'future': 33.888227013431276}",0,BEAR
9984.T,"{'market': 3.9181693310860997, 'tech': 34.95, 'news': 0.0, 'inst': 50.0, 'future': 6.393897770286996}",0,BEAR
9432.T,"{'market': 3.1508947457736074, 'tech': 34.32, 'news': 0.0, 'inst': 50.0, 'future': 3.83631581924536}",0,BEAR
8306.T,"{'market': 16.03091502936953, 'tech': 35.19, 'news': 0.0, 'inst': 50.0, 'future': 26.769716764565107}",0,BEAR
6758.T,"{'market': 97.85161594857739, 'tech': 100.0, 'news': 0.0, 'inst': 89.0343161908013, 'future': 41.172053161924616}",0,BULL
9984.T,"{'market': 4.867358060192288, 'tech': 34.98, 'news': 0.0, 'inst': 50.0, 'future': 9.55786020064096}",0,BEAR
7203.T,"{'market': 38.25873193567659, 'tech': 42.85, 'news': 0.0, 'inst': 50.0, 'future': 34.19577311892197}",0,BEAR
9432.T,"{'market': 3.80127581448982, 'tech': 34.54, 'news': 0.0, 'inst': 50.0, 'future': 6.004252714966065}",0,BEAR
6758.T,"{'market': 100.0, 'tech': 98.18, 'news': 0.0, 'inst': 98.3097623270121, 'future': 43.59629606225751}",0,BULL
7203.T,"{'market': 17.558033902819506, 'tech': 42.74, 'news': 0.0, 'inst': 50.0, 'future': 31.860113009398354}",0,BEAR
9432.T,"{'market': 3.7545404712221035, 'tech': 34.4, 'news': 0.0, 'inst': 50.0, 'future': 5.84846823740701}",0,BEAR
9984.T,"{'market': 6.113266833181848, 'tech': 35.11, 'news': 0.0, 'inst': 50.68770148877626, 'future': 13.710889443939497}",0,BEAR
8306.T,"{'market': 0.0, 'tech': 28.15, 'news': 0.0, 'inst': 50.0, 'future': 0.09801353824551251}",0,BEAR
8306.T,"{'market': 2.595173773212263, 'tech': 27.3, 'news': 0.0, 'inst': 50.0, 'future': 1.9839125773742081}",0,BEAR
7203.T,"{'market': 37.68984977087093, 'tech': 42.69, 'news': 0.0, 'inst': 50.0, 'future': 32.299499236236436}",0,BEAR
6758.T,"{'market': 88.18651730624342, 'tech': 54.9, 'news': 0.0, 'inst': 63.026830300178005, 'future': 42.28839102081139}",0,BULL
9432.T,"{'market': 4.230718483453881, 'tech': 34.39, 'news': 0.0, 'inst': 50.134103478954565, 'future': 7.435728278179605}",0,BEAR
9984.T,"{'market': 6.2398574546347785, 'tech': 35.18, 'news': 0.0, 'inst': 50.693949367367175, 'future': 14.132858182115921}",0,BEAR
9984.T,"{'market': 4.636669158921331, 'tech': 35.55, 'news': 0.0, 'inst': 50.27782735128834, 'future': 8.788897196404434}",0,BEAR
7203.T,"{'market': 38.203715967951084, 'tech': 42.79, 'news': 0.0, 'inst': 50.09791024732913, 'future': 34.01238655983695}",0,BEAR
9432.T,"{'market': 3.3444675031895024, 'tech': 34.48, 'news': 0.0, 'inst': 50.0, 'future': 4.481558343965006}",0,BEAR
6758.T,"{'market': 87.4593931884954, 'tech': 45.2, 'news': 0.0, 'inst': 51.832928358944955, 'future': 39.8646439616513}",0,BULL
8306.T,"{'market': 3.5208692025233894, 'tech': 29.58, 'news': 0.0, 'inst': 50.0, 'future': 5.069564008411301}",0,BEAR
6758.T,"{'market': 87.47651744197896, 'tech': 45.34, 'news': 0.0, 'inst': 50.0, 'future': 39.92172480659654}",0,BULL
8306.T,"{'market': 3.1496355241297955, 'tech': 25.95, 'news': 0.0, 'inst': 50.0, 'future': 3.832118413765986}",0,BEAR
9984.T,"{'market': 5.0392571716528405, 'tech': 35.97, 'news': 0.0, 'inst': 50.18777426329223, 'future': 10.1308572388428}",0,BEAR
7203.T,"{'market': 18.313289408730014, 'tech': 42.74, 'news': 0.0, 'inst': 50.0, 'future': 34.37763136243338}",0,BEAR
9432.T,"{'market': 3.5584040940077113, 'tech': 34.58, 'news': 0.0, 'inst': 50.0, 'future': 5.194680313359035}",0,BEAR
6758.T,"{'market': 87.19222636628831, 'tech': 45.03, 'news': 0.0, 'inst': 50.0, 'future': 38.97408788762771}",0,BULL
8306.T,"{'market': 2.5840306701925755, 'tech': 25.61, 'news': 0.0, 'inst': 50.0, 'future': 1.9467689006419158}",0,BEAR
9984.T,"{'market': 26.079561155563496, 'tech': 39.45, 'news': 0.0, 'inst': 50.903759225714765, 'future': 13.598537185211645}",0,BEAR
7203.T,"{'market': 38.38625418150027, 'tech': 42.69, 'news': 0.0, 'inst': 50.05069072829513, 'future': 34.62084727166757}",0,BEAR
9432.T,"{'market': 3.3352619807117936, 'tech': 34.52, 'news': 0.0, 'inst': 50.0, 'future': 4.450873269039311}",0,BEAR
9984.T,"{'market': 38.87391253054564, 'tech': 45.76, 'news': 0.0, 'inst': 52.44076588448388, 'future': 36.246375101818785}",0,BEAR
8306.T,"{'market': 3.1663744914140235, 'tech': 25.41, 'news': 0.0, 'inst': 50.0, 'future': 3.8879149713800745}",0,BEAR
6758.T,"{'market': 87.57911992849557, 'tech': 44.49, 'news': 0.0, 'inst': 50.0, 'future': 40.26373309498525}",0,BULL
9432.T,"{'market': 3.7179299547995726, 'tech': 34.52, 'news': 0.0, 'inst': 50.0, 'future': 5.726433182665237}",0,BEAR
7203.T,"{'market': 38.25704249238061, 'tech': 42.8, 'news': 0.0, 'inst': 50.04319270406119, 'future': 34.19014164126871}",0,BEAR
6758.T,"{'market': 88.1415043220377, 'tech': 44.01, 'news': 0.0, 'inst': 50.0, 'future': 42.13834774012567}",0,BULL
9984.T,"{'market': 37.36692208248817, 'tech': 46.0, 'news': 0.0, 'inst': 51.738345100935774, 'future': 31.223073608293898}",0,BEAR
9432.T,"{'market': 4.008111545420935, 'tech': 37.43, 'news': 0.0, 'inst': 50.0, 'future': 6.693705151403114}",0,BEAR
8306.T,"{'market': 3.7586651741454684, 'tech': 28.77, 'news': 0.0, 'inst': 50.33194470099177, 'future': 5.862217247151565}",0,BEAR
7203.T,"{'market': 18.177174879088874, 'tech': 42.79, 'news': 0.0, 'inst': 50.0, 'future': 33.92391626362958}",0,BEAR
9432.T,"{'market': 4.345216834185365, 'tech': 34.74, 'news': 0.0, 'inst': 51.20310666827638, 'future': 7.817389447284545}",0,BEAR
9984.T,"{'market': 38.128514562803026, 'tech': 53.49, 'news': 0.0, 'inst': 60.513915154995615, 'future': 33.76171520934342}",0,BEAR
7203.T,"{'market': 38.43008424091894, 'tech': 45.65, 'news': 0.0, 'inst': 50.03630725405855, 'future': 34.766947469729786}",0,BEAR
8306.T,"{'market': 0.0, 'tech': 28.46, 'news': 0.0, 'inst': 50.0, 'future': 0.5328370392602899}",0,BEAR
6758.T,"{'market': 88.16517419201706, 'tech': 43.84, 'news': 0.0, 'inst': 50.27394540957161, 'future': 42.21724730672352}",0,BULL
7203.T,"{'market': 43.88773177379143, 'tech': 99.82, 'news': 0.0, 'inst': 61.17638820913431, 'future': 36.29243924597143}",0,BEAR
8306.T,"{'market': 0.0, 'tech': 28.39, 'news': 0.0, 'inst': 60.0, 'future': 0.5518787375420553}",0,BEAR
9984.T,"{'market': 37.01877464442107, 'tech': 43.89, 'news': 0.0, 'inst': 50.08918540375287, 'future': 30.06258214807024}",0,BEAR
9432.T,"{'market': 2.981674961463332, 'tech': 35.05, 'news': 0.0, 'inst': 50.235344561174166, 'future': 3.272249871544439}",0,BEAR
6758.T,"{'market': 87.08819964681834, 'tech': 43.75, 'news': 0.0, 'inst': 50.11415060744289, 'future': 38.627332156061115}",0,BULL
9432.T,"{'market': 0.0, 'tech': 38.25, 'news': 0.0, 'inst': 50.0, 'future': 0.7096432859756061}",0,BEAR
6758.T,"{'market': 86.92207255363633, 'tech': 43.69, 'news': 0.0, 'inst': 50.0, 'future': 38.073575178787735}",0,BULL
7203.T,"{'market': 39.380417623777184, 'tech': 87.07, 'news': 0.0, 'inst': 51.1166055158111, 'future': 37.934725412590616}",0,BEAR
9984.T,"{'market': 37.27271910082798, 'tech': 44.03, 'news': 0.0, 'inst': 50.0, 'future': 30.909063669426583}",0,BEAR
9432.T,"{'market': 0.0, 'tech': 35.46, 'news': 0.0, 'inst': 50.0, 'future': 1.595180902166259}",0,BEAR
7203.T,"{'market': 39.84524937084798, 'tech': 84.31, 'news': 0.0, 'inst': 50.63511090420187, 'future': 39.48416456949326}",0,BEAR
6758.T,"{'market': 68.67166162453915, 'tech': 43.49, 'news': 0.0, 'inst': 50.0, 'future': 35.5722054151305}",0,SIDE
9984.T,"{'market': 44.3133685502325, 'tech': 100.0, 'news': 0.0, 'inst': 62.59623927005555, 'future': 37.711228500775}",0,BEAR
8306.T,"{'market': 0.0, 'tech': 24.85, 'news': 0.0, 'inst': 50.0, 'future': 0.0}",0,BEAR
6758.T,"{'market': 69.28768996467063, 'tech': 43.35, 'news': 0.0, 'inst': 50.0, 'future': 37.625633215568776}",0,SIDE
9984.T,"{'market': 39.621073986171886, 'tech': 47.43, 'news': 0.0, 'inst': 50.6100159203155, 'future': 38.73691328723962}",0,BEAR
9432.T,"{'market': 3.4349194611794918, 'tech': 35.72, 'news': 0.0, 'inst': 50.0, 'future': 4.783064870598302}",0,BEAR
7203.T,"{'market': 40.347486871586796, 'tech': 43.6, 'news': 0.0, 'inst': 50.50738539825231, 'future': 41.15828957195598}",0,BEAR
8306.T,"{'market': 2.4503687611904823, 'tech': 24.43, 'news': 0.0, 'inst': 50.509877101725614, 'future': 1.5012292039682702}",0,BEAR
8306.T,"{'market': 3.7712016513559856, 'tech': 35.09, 'news': 0.0, 'inst': 62.6941751730536, 'future': 5.9040055045199535}",0,BEAR
6758.T,"{'market': 86.95692341953516, 'tech': 42.94, 'news': 0.0, 'inst': 50.0, 'future': 38.18974473178387}",0,BULL
7203.T,"{'market': 40.11130845866746, 'tech': 43.85, 'news': 0.0, 'inst': 50.23929543107808, 'future': 40.371028195558196}",0,BEAR
9984.T,"{'market': 45.75473880020074, 'tech': 98.63, 'news': 0.0, 'inst': 72.86638480251362, 'future': 42.51579600066913}",0,BEAR
9432.T,"{'market': 2.9986508509046708, 'tech': 35.57, 'news': 0.0, 'inst': 50.0, 'future': 3.328836169682231}",0,BEAR
9432.T,"{'market': 9.335467337786243, 'tech': 38.45, 'news': 0.0, 'inst': 60.0, 'future': 7.784891125954141}",0,BEAR
9984.T,"{'market': 59.545659363540544, 'tech': 100.0, 'news': 0.0, 'inst': 87.01273063966694, 'future': 45.152197878468485}",0,BEAR
8306.T,"{'market': 23.3174889444467, 'tech': 36.1, 'news': 0.0, 'inst': 76.5772554204551, 'future': 4.39162981482234}",0,BEAR
6758.T,"{'market': 41.07160244852573, 'tech': 52.38, 'news': 0.0, 'inst': 60.0, 'future': 13.572008161752429}",0,SIDE
7203.T,"{'market': 43.71398083429075, 'tech': 46.75, 'news': 0.0, 'inst': 60.0, 'future': 35.713269447635845}",0,BEAR
9984.T,"{'market': 40.10048419655365, 'tech': 45.21, 'news': 0.0, 'inst': 50.06483203206889, 'future': 40.33494732184551}",0,BEAR
7203.T,"{'market': 38.99648777711583, 'tech': 43.66, 'news': 0.0, 'inst': 50.0, 'future': 36.654959257052774}",0,BEAR
8306.T,"{'market': 23.229975566431794, 'tech': 37.71, 'news': 0.0, 'inst': 75.4187665468619, 'future': 4.099918554772645}",0,BEAR
6758.T,"{'market': 37.07125435486746, 'tech': 35.96, 'news': 0.0, 'inst': 50.0, 'future': 16.904181182891556}",0,SIDE
9432.T,"{'market': 3.9903152209654493, 'tech': 35.51, 'news': 0.0, 'inst': 50.0, 'future': 6.634384069884832}",0,BEAR
7203.T,"{'market': 58.703515815469686, 'tech': 43.44, 'news': 0.0, 'inst': 50.0, 'future': 35.67838605156561}",0,BEAR
9432.T,"{'market': 4.360969458993802, 'tech': 35.66, 'news': 0.0, 'inst': 50.0, 'future': 7.869898196646006}",0,BEAR
9984.T,"{'market': 39.49300579817899, 'tech': 44.86, 'news': 0.0, 'inst': 50.0, 'future': 38.3100193272633}",0,BEAR
6758.T,"{'market': 36.43580169928482, 'tech': 35.51, 'news': 0.0, 'inst': 50.0, 'future': 14.786005664282742}",0,SIDE
8306.T,"{'market': 34.407069433613835, 'tech': 44.99, 'news': 0.0, 'inst': 60.7493959088725, 'future': 21.35689811204611}",0,BEAR
7203.T,"{'market': 58.912362373415164, 'tech': 43.27, 'news': 0.0, 'inst': 50.0, 'future': 36.37454124471721}",0,BEAR
6758.T,"{'market': 36.01470735070284, 'tech': 35.13, 'news': 0.0, 'inst': 50.0, 'future': 13.38235783567615}",0,SIDE
8306.T,"{'market': 4.127789476108019, 'tech': 35.66, 'news': 0.0, 'inst': 50.0, 'future': 20.42596492036006}",0,BEAR
9984.T,"{'market': 49.09172654505453, 'tech': 44.69, 'news': 0.0, 'inst': 50.0, 'future': 43.63908848351508}",0,BEAR
9432.T,"{'market': 5.423263809164487, 'tech': 35.71, 'news': 0.0, 'inst': 50.30211191943345, 'future': 11.410879363881616}",0,BEAR
7203.T,"{'market': 59.07402861189689, 'tech': 43.11, 'news': 0.0, 'inst': 50.18691485887763, 'future': 36.913428706322975}",0,BEAR
9432.T,"{'market': 5.515716967931041, 'tech': 35.78, 'news': 0.0, 'inst': 50.21318368724016, 'future': 11.719056559770134}",0,BEAR
9984.T,"{'market': 40.77794695819502, 'tech': 44.13, 'news': 0.0, 'inst': 50.0, 'future': 42.593156527316715}",0,BEAR
6758.T,"{'market': 35.915081530217904, 'tech': 34.94, 'news': 0.0, 'inst': 50.11251921465168, 'future': 13.050271767393019}",0,SIDE
8306.T,"{'market': 15.547125778870363, 'tech': 35.95, 'news': 0.0, 'inst': 50.0, 'future': 25.157085929567877}",0,BEAR
9432.T,"{'market': 5.310481155308413, 'tech': 36.08, 'news': 0.0, 'inst': 50.15331030677921, 'future': 11.034937184361373}",0,BEAR
7203.T,"{'market': 59.633079132150094, 'tech': 87.29, 'news': 0.0, 'inst': 50.75616185062212, 'future': 38.77693044050031}",0,BEAR
9984.T,"{'market': 48.8423621117494, 'tech': 43.54, 'news': 0.0, 'inst': 50.038524962423416, 'future': 42.80787370583135}",0,BEAR
6758.T,"{'market': 34.70648423117046, 'tech': 35.05, 'news': 0.0, 'inst': 50.02204704305714, 'future': 9.021614103901529}",0,SIDE
8306.T,"{'market': 16.07567643443187, 'tech': 35.64, 'news': 0.0, 'inst': 50.0, 'future': 26.918921448106232}",0,BEAR
8306.T,"{'market': 16.654599774645302, 'tech': 35.28, 'news': 0.0, 'inst': 50.0, 'future': 28.84866591548434}",0,BEAR
7203.T,"{'market': 60.14897876735883, 'tech': 84.4, 'news': 0.0, 'inst': 51.099388579516116, 'future': 40.49659589119608}",0,BEAR
9984.T,"{'market': 40.509692896312934, 'tech': 46.5, 'news': 0.0, 'inst': 50.67439480409053, 'future': 41.698976321043105}",0,BEAR
6758.T,"{'market': 34.17569364129391, 'tech': 35.23, 'news': 0.0, 'inst': 50.164011137419344, 'future': 7.252312137646365}",0,SIDE
9432.T,"{'market': 25.632077084064147, 'tech': 36.33, 'news': 0.0, 'inst': 50.212447163147644, 'future': 12.106923613547151}",0,BEAR
8306.T,"{'market': 53.06669437052423, 'tech': 100.0, 'news': 0.0, 'inst': 75.54546792767067, 'future': 40.222314568414106}",0,BEAR
9984.T,"{'market': 60.742646728421775, 'tech': 43.74, 'news': 0.0, 'inst': 50.28742162199816, 'future': 42.475489094739245}",0,BEAR
7203.T,"{'market': 59.90273991689762, 'tech': 43.54, 'news': 0.0, 'inst': 50.264296104554134, 'future': 39.67579972299207}",0,BEAR
6758.T,"{'market': 34.414949885156645, 'tech': 35.57, 'news': 0.0, 'inst': 50.06970951484933, 'future': 8.049832950522148}",0,SIDE
9432.T,"{'market': 4.996839185023628, 'tech': 36.45, 'news': 0.0, 'inst': 50.0, 'future': 9.989463950078758}",0,BEAR
9984.T,"{'market': 68.94009307468558, 'tech': 43.84, 'news': 0.0, 'inst': 50.35735593188712, 'future': 43.13364358228526}",0,BEAR
6758.T,"{'market': 34.67541031982232, 'tech': 35.68, 'news': 0.0, 'inst': 50.0, 'future': 8.918034399407732}",0,SIDE
9432.T,"{'market': 5.518028911085699, 'tech': 36.47, 'news': 0.0, 'inst': 50.0, 'future': 11.726763036952327}",0,BEAR
8306.T,"{'market': 48.38207908122139, 'tech': 90.81, 'news': 0.0, 'inst': 75.74062626487927, 'future': 41.27359693740465}",0,BEAR
7203.T,"{'market': 69.55860117253152, 'tech': 43.7, 'news': 0.0, 'inst': 50.21976998018894, 'future': 38.52867057510509}",0,SIDE
9984.T,"{'market': 68.94285594320176, 'tech': 43.98, 'news': 0.0, 'inst': 50.15608384367863, 'future': 43.14285314400589}",0,BEAR
9432.T,"{'market': 38.529858041431424, 'tech': 45.67, 'news': 0.0, 'inst': 50.72144555333298, 'future': 35.099526804771415}",0,BEAR
8306.T,"{'market': 49.67793556715071, 'tech': 47.68, 'news': 0.0, 'inst': 76.47348409151815, 'future': 45.593118557169035}",0,BEAR
6758.T,"{'market': 34.6285066309622, 'tech': 38.62, 'news': 0.0, 'inst': 50.0, 'future': 8.761688769873993}",0,SIDE
7203.T,"{'market': 69.95738623163469, 'tech': 43.79, 'news': 0.0, 'inst': 50.03925787678254, 'future': 39.85795410544894}",0,SIDE
9984.T,"{'market': 59.40489925596123, 'tech': 43.81, 'news': 0.0, 'inst': 50.0, 'future': 38.01633085320412}",0,BEAR
8306.T,"{'market': 50.36719749788577, 'tech': 48.75, 'news': 0.0, 'inst': 71.9134309915683, 'future': 47.89065832628589}",0,BEAR
9432.T,"{'market': 17.974955805921194, 'tech': 42.65, 'news': 0.0, 'inst': 50.0, 'future': 33.24985268640398}",0,BEAR
7203.T,"{'market': 69.81567368795166, 'tech': 43.66, 'news': 0.0, 'inst': 50.0, 'future': 39.38557895983886}",0,SIDE
6758.T,"{'market': 34.76432484682337, 'tech': 38.57, 'news': 0.0, 'inst': 50.0, 'future': 9.214416156077885}",0,SIDE
7203.T,"{'market': 69.4308307089847, 'tech': 43.44, 'news': 0.0, 'inst': 50.0, 'future': 38.102769029949}",0,SIDE
9432.T,"{'market': 5.647912707184341, 'tech': 36.49, 'news': 0.0, 'inst': 50.0, 'future': 12.159709023947803}",0,BEAR
6758.T,"{'market': 34.19658296999647, 'tech': 35.34, 'news': 0.0, 'inst': 50.0, 'future': 7.321943233321557}",0,SIDE
9984.T,"{'market': 58.33714421823055, 'tech': 43.39, 'news': 0.0, 'inst': 50.0, 'future': 34.45714739410183}",0,BEAR
8306.T,"{'market': 48.9401132428588, 'tech': 39.4, 'news': 0.0, 'inst': 50.07663067895432, 'future': 43.13371080952933}",0,BEAR
8306.T,"{'market': 38.51759901475866, 'tech': 38.93, 'news': 0.0, 'inst': 50.0, 'future': 35.05866338252886}",0,BEAR
9432.T,"{'market': 5.59599960881582, 'tech': 39.47, 'news': 0.0, 'inst': 50.0, 'future': 11.986665362719402}",0,BEAR
6758.T,"{'market': 33.89967145567966, 'tech': 35.07, 'news': 0.0, 'inst': 50.0, 'future': 6.332238185598856}",0,SIDE
7203.T,"{'market': 69.81594644220982, 'tech': 43.27, 'news': 0.0, 'inst': 50.0, 'future': 39.3864881406994}",0,SIDE
9984.T,"{'market': 38.28723059101523, 'tech': 42.91, 'news': 0.0, 'inst': 50.0, 'future': 34.290768636717424}",0,BEAR
9984.T,"{'market': 25.336227339546056, 'tech': 39.25, 'news': 0.0, 'inst': 50.0, 'future': 11.120757798486858}",0,BEAR
9432.T,"{'market': 4.769128862352693, 'tech': 36.49, 'news': 0.0, 'inst': 50.0, 'future': 9.230429541175642}",0,BEAR
8306.T,"{'market': 49.051088296717914, 'tech': 38.28, 'news': 0.0, 'inst': 50.0, 'future': 43.503627655726376}",0,BEAR
6758.T,"{'market': 22.880449654630326, 'tech': 34.77, 'news': 0.0, 'inst': 50.0, 'future': 2.9348321821010845}",0,SIDE
7203.T,"{'market': 69.1725179714204, 'tech': 42.93, 'news': 0.0, 'inst': 50.0, 'future': 37.24172657140136}",0,SIDE
7203.T,"{'market': 68.78361271248036, 'tech': 45.69, 'news': 0.0, 'inst': 50.0, 'future': 35.94537570826786}",0,SIDE
6758.T,"{'market': 23.011917565246527, 'tech': 34.61, 'news': 0.0, 'inst': 50.0, 'future': 3.3730585508217628}",0,SIDE
9984.T,"{'market': 26.01411798272001, 'tech': 35.73, 'news': 0.0, 'inst': 50.0, 'future': 13.380393275733352}",0,BEAR
9432.T,"{'market': 5.065155653080614, 'tech': 36.27, 'news': 0.0, 'inst': 50.0, 'future': 10.217185510268713}",0,BEAR
8306.T,"{'market': 50.38802894550334, 'tech': 37.64, 'news': 0.0, 'inst': 50.0, 'future': 47.96009648501115}",0,BEAR
9984.T,"{'market': 25.961065248291874, 'tech': 35.31, 'news': 0.0, 'inst': 50.0, 'future': 13.203550827639578}",0,BEAR
7203.T,"{'market': 74.1269889305054, 'tech': 86.71, 'news': 0.0, 'inst': 60.99500938229364, 'future': 37.0899631016847}",0,SIDE
6758.T,"{'market': 33.60297022586416, 'tech': 37.5, 'news': 0.0, 'inst': 50.0, 'future': 5.3432340862138705}",0,SIDE
8306.T,"{'market': 50.75187555866637, 'tech': 36.63, 'news': 0.0, 'inst': 50.0, 'future': 49.17291852888791}",0,BEAR
9432.T,"{'market': 5.930403778645397, 'tech': 36.22, 'news': 0.0, 'inst': 50.0, 'future': 13.101345928817995}",0,BEAR
8306.T,"{'market': 50.44730538813219, 'tech': 35.88, 'news': 0.0, 'inst': 50.0, 'future': 48.1576846271073}",0,BEAR
9984.T,"{'market': 24.975400511631953, 'tech': 35.06, 'news': 0.0, 'inst': 50.0, 'future': 9.918001705439853}",0,BEAR
7203.T,"{'market': 68.85148349947981, 'tech': 42.81, 'news': 0.0, 'inst': 50.20125563807637, 'future': 36.1716116649327}",0,SIDE
9432.T,"{'market': 5.81131921955649, 'tech': 36.15, 'news': 0.0, 'inst': 50.0, 'future': 12.704397398521628}",0,BEAR
6758.T,"{'market': 33.756664114812295, 'tech': 34.48, 'news': 0.0, 'inst': 50.0, 'future': 5.855547049374323}",0,SIDE
9432.T,"{'market': 5.170065789508513, 'tech': 36.02, 'news': 0.0, 'inst': 50.0, 'future': 10.566885965028375}",0,BEAR
6758.T,"{'market': 13.096599737855033, 'tech': 34.4, 'news': 0.0, 'inst': 50.0, 'future': 3.6553324595167798}",0,SIDE
8306.T,"{'market': 49.962407378146715, 'tech': 35.79, 'news': 0.0, 'inst': 51.305637517738006, 'future': 46.541357927155715}",0,BEAR
7203.T,"{'market': 69.05596103086043, 'tech': 42.94, 'news': 0.0, 'inst': 51.54906453578004, 'future': 36.853203436201454}",0,SIDE
9984.T,"{'market': 51.10210972689404, 'tech': 51.3, 'news': 0.0, 'inst': 62.29503891422324, 'future': 13.673699089646806}",0,BEAR
8306.T,"{'market': 49.37785438612561, 'tech': 76.96, 'news': 0.0, 'inst': 51.65972778389212, 'future': 44.59284795375205}",0,BEAR
7203.T,"{'market': 69.05515373032253, 'tech': 43.25, 'news': 0.0, 'inst': 50.43520543606332, 'future': 36.85051243440844}",0,SIDE
9984.T,"{'market': 51.35877938112948, 'tech': 61.94, 'news': 0.0, 'inst': 73.88859834332227, 'future': 14.529264603764933}",0,BEAR
6758.T,"{'market': 13.908136489340512, 'tech': 34.68, 'news': 0.0, 'inst': 50.20345850772122, 'future': 6.360454964468378}",0,SIDE
9432.T,"{'market': 5.777330082339033, 'tech': 35.99, 'news': 0.0, 'inst': 50.0, 'future': 12.591100274463447}",0,BEAR
9984.T,"{'market': 55.41850200608949, 'tech': 46.4, 'news': 0.0, 'inst': 62.62554210735144, 'future': 11.395006686964969}",0,SIDE
7203.T,"{'market': 69.63491819175607, 'tech': 43.46, 'news': 0.0, 'inst': 50.0540143013856, 'future': 38.78306063918691}",0,SIDE
8306.T,"{'market': 48.80013390270096, 'tech': 46.12, 'news': 0.0, 'inst': 61.039223056896574, 'future': 42.6671130090032}",0,BEAR
9432.T,"{'market': 6.719828879053319, 'tech': 36.1, 'news': 0.0, 'inst': 50.083463934878026, 'future': 15.732762930177726}",0,BEAR
6758.T,"{'market': 15.391426114589818, 'tech': 35.18, 'news': 0.0, 'inst': 50.91491123744912, 'future': 11.304753715299391}",0,SIDE
8306.T,"{'market': 69.75600163678135, 'tech': 87.99, 'news': 0.0, 'inst': 71.47715516126948, 'future': 45.853338789271156}",0,BEAR
6758.T,"{'market': 20.57278718110821, 'tech': 38.52, 'news': 0.0, 'inst': 62.10729353850504, 'future': 11.909290603694028}",0,SIDE
9432.T,"{'market': 6.256106462966228, 'tech': 36.11, 'news': 0.0, 'inst': 50.13230636138858, 'future': 14.187021543220759}",0,BEAR
7203.T,"{'market': 69.14205015929988, 'tech': 43.33, 'news': 0.0, 'inst': 50.0, 'future': 37.14016719766628}",0,SIDE
9984.T,"{'market': 73.29238741241284, 'tech': 42.94, 'news': 0.0, 'inst': 62.73620638710852, 'future': 34.307958041376125}",0,SIDE
9432.T,"{'market': 5.827544979634132, 'tech': 36.11, 'news': 0.0, 'inst': 50.05253650820133, 'future': 12.758483265447106}",0,BEAR
8306.T,"{'market': 69.57468197826367, 'tech': 37.55, 'news': 0.0, 'inst': 50.45958026503462, 'future': 45.24893992754556}",0,BEAR
6758.T,"{'market': 15.801303764574888, 'tech': 45.9, 'news': 0.0, 'inst': 60.65965572112492, 'future': 12.671012548582956}",0,SIDE
9984.T,"{'market': 68.626242126087, 'tech': 43.26, 'news': 0.0, 'inst': 50.0679294273967, 'future': 35.42080708695667}",0,SIDE
7203.T,"{'market': 69.5109364745241, 'tech': 43.28, 'news': 0.0, 'inst': 50.0, 'future': 38.36978824841368}",0,SIDE
7203.T,"{'market': 69.30976434579043, 'tech': 43.13, 'news': 0.0, 'inst': 50.0, 'future': 37.699214485968085}",0,SIDE
9432.T,"{'market': 5.5618368128992834, 'tech': 36.17, 'news': 0.0, 'inst': 50.0, 'future': 11.872789376330944}",0,BEAR
